ref,text
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Ni Adam le eṅã le̱ ekoṅ, ni efo̱ binū, ni ewole̱ gbe̱i ake̱ Set; edšake̱ ekē̱: Nyoṅmo̱ eṅõ seši kroko etomi Habel nãdšiaṅ, edšakē̱ Kain egbele̱."
"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.","Ni Set hũ fo̱ binū, ni ewole̱ gbe̱i ake̱ Enoš. No be le̱ mli abõi *Iehowa gbe̱i tšé̱mo̱. *"
"God created men and women to be like himself. He gave them his blessing and called them human beings. The following is a list of the descendants of Adam, the first man:","nū ke̱ yō ebo̱ame̱, ni edšō̱ame̱, ni ewoame̱ gbe̱i ake̱ gbomo, gbĩ no̱ ni abo̱ame̱ le̱."
and God took him away at the age of,"ni Henok ke̱ Nyoṅmo̱ nyie, ni anaale̱, edšake̱ Nyoṅmo̱ ṅõle̱ ke̱-te."
"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","ni ewole̱ gbe̱i ake̱ Noa, ni ekē̱: Mone̱ baše̱dše wo̱mī ye̱ wo̱nitšume̱i ke̱ wo̱nidšiaṅ to̱le̱i le̱ ni dše̱ šikpoṅ le̱ *lōmo̱ ni Iehowa elomo̱le̱ le̱ bewo̱ le̱ mli. *"
and this is the story about him. Noah was the only person who lived right and obeyed God.,"Mene̱mei dši Noa sešibii le̱: Noa dši *dšalo̱, ni eye emū ye̱ eyino̱bii le̱ ateṅ; ni Noa ke †Nyoṅmo̱ nyie. *Heb."
"He had three sons: Shem, Ham, and Japheth.",Ni Noa fo̱ bihĩĩ etẽ: Šem ke̱ Ham ke̱ Iafet.
Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,"Ṅõ gofertšo ofe adeka ohã ohe, ni ofe tšũi ye̱ adeka le̱ mli, ni owo emli ke̱ ehe amã."
Noah did everything God told him to do.,"Ni Noa fe nakai; bo̱ni Nyoṅmo̱ fã́le̱ le̱, nakai pe̱pē̱pe̱ efe."
I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"Ši mi le̱, na, mike̱ nu afua mība šikpoṅ le̱ no̱, koni mike̱-kpãtã helo fẽ ní wala mumo̱ yo̱ mli le̱ hĩe ke̱-dše̱ ṅwei šiši; nofẽno ni yo̱ šikpoṅ le̱ no̱ aaplenē."
"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.","Ši mate kpãṅmo̱ ši mamã mike̱o teṅ, ni oobote adeka le̱ mli, bo ke̱ obihĩĩ le̱ ke̱ oṅã ke̱ obihĩĩ le̱ aṅãmei le̱."
"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Lofõdši ye̱ ame̱heno̱, ke̱ koloi ye̱ ame̱heno̱, ke̱ nii ni wamoo̱ ye̱ ame̱heno̱, sro̱toi fẽ enyo̱nyo̱ aba oṅõ, koni ahere ame̱yiwala."
Store up enough food both for yourself and for them.,"Ni bo le̱, ṅõ niyenii fẽ ní ayeo̱ le̱ eko ke̱-ba oṅō, ni obna nā ohã bodientše̱ ke̱ame̱ yeli."
He obeyed God and took a male and a female of each kind of animal and bird into the boat with him.,"enyo̱nyo̱ dše̱ ame̱teṅ te Noa ṅõ ye̱ adeka le̱ mli, nū ke̱ yō, take̱ bo̱ni *Ie-howa fã́ Noa le̱. *"
Seven days later a flood began to cover the earth.,Ni eba mli ake̱ gbĩĩ kpawo le̱ se̱ le̱ nu afua le̱ ba šikpoṅ le̱ no̱.
"The water under the earth started gushing out everywhere, the sky opened like windows, and rain poured down for",ni nyoṅmo̱ tue ye̱ šikpoṅ le̱ no̱ ſaneſane ke̱ nyōṅnyōṅ gbĩĩ nyoṅmai-edfe̱.
"On that day Noah and his wife went into the boat with their three sons, Shem, Ham, and Japheth, and their wives.","Nakai gbĩ le̱ no̱ noṅṅ Noa ke̱ ebii le̱, Šem ke̱ Ham ke̱ Iafet, ke̱ Noa ṅã le̱ ke̱ ebii le̱ aṅãmei etẽ le̱ bote adeka le̱ mli,"
"Finally, the mighty flood was so deep that even the highest mountain peaks were about seven meters below the surface of the water.",Ninetalo̱i nyoṅma ke̱ enumo̱ nui le̱ kwo̱ ke̱-teke gõdši ni eha ame̱no̱ le̱ ano̱.
"A hundred fifty days later, the water started going down.","Ni nni le̱ damo̱ šikpoṅ le̱ no̱, gbĩĩ oha ke̱ nyoṅmai-enumo̱."
Seven days later Noah sent the dove out again.,"Ni emẽ gbĩĩ kpawo kroko, ni esā etšũ okpo le̱ ekoṅ ke̱-dše̱ adeka le̱ mli."
"It returned in the evening, holding in its beak a green leaf from an olive tree. Noah knew the water was finally going down.","Ni okpo le̱ ba eṅõ gbe̱ke̱nãši, ni na, mũtšo-bāfo̱ kõ enā; ni Noa ná le ake̱ nui le̱ emī̃ ye̱ šikpoṅ le̱ no̱."
"He waited seven more days before sending the dove out again, and this time it did not return.","Ni esã emẽ gbĩĩ kpawo kroko hũ, ni etšũ okpo le̱; ni ekũũ ese̱ ke̱-baa eṅõ doṅṅ."
"“You, your wife, your sons, and your daughters-in-law may now leave the boat.","Dše adeka le̱ mli, bo ke̱ oṅã ke̱ obii ke̱ obii aṅãmei ni fata ohe le̱."
"After Noah and his family had left the boat,",Ni Noa ke̱ ebii le̱ ke̱ eṅã ke̱ ebii le̱ aṅãmei ni fata ehe le̱ dše kpo;
"The smell of the burning offering pleased the Lord, and he said: Never again will I punish the earth for the sinful things its people do. All of them have evil thoughts from the time they are young, but I will never destroy everything that breathes, as I did this time.","Ni beni Iehowa here ṅma dšũrõ le̱, Iehowa kē̱ ye̱ etšui mli ake̱; Milomo̱ṅ šikpoṅ le̱ ye̱ gbomo hewo̱ doṅṅ; edšake̱ gbomo *tšuiṅ dſẽṅmo̱ le̱ efõṅ dši ke̱-dše̱ egbekẽbiiaši; ni asaṅ †mitſiaṅ nofëno ni hĩe kã le̱ nii butū tamo̱ bo̱ni mife ne̱ doṅṅ."
"As long as the earth remains, there will be planting and harvest, cold and heat; winter and summer, day and night.","Gbĩĩ abo̱ fẽ ni šikpoṅ le̱ yo̱ ne̱, nidũmo̱ ke̱ nikpamo̱, fẽi ke̱ latšā, agbie̱nā ke̱ aharabata ke̱ ſane ke̱ nyõṅ se̱ efoṅ. Ier."
"I want you and your descendants to have many children, so people will live everywhere on earth.","Ni nye le̱, nyefo̱a ni nyeyi afáa; ni nyewoa ſiei babaō ye̱ šikpoṅ le̱ no̱, ni nyeyi afáa ye̱ no̱."
I promise every living creature that the earth and those living on it will never again be destroyed by a flood.,"Ni mahã mikpãṅmo̱ ní mike̱nye ekpãṅ le̱ amã ši, ni nu afua le̱ ebaplenẽṅ helo fẽ doṅṅ, ni asaṅ nu afua ko ebakpãtãṅ šikpoṅ le̱ hĩe gbĩkogbĩko."
The rainbow that I have put in the sky will be my sign to you and to every living creature on earth. It will remind you that I will keep this promise forever.,"Miṅõ mikwãbue̱te̱ mito atatui le̱ amli, ni efe kpāṅmo̱ ni yo̱ mike̱ šikpoṅ le̱ teṅ le̱ he okadi."
"When I send clouds over the earth, and a rainbow appears in the sky,","Ni aaba mli ake̱, ke̱dši mihã atatui wo ye̱ šikpoṅ le̱ no̱, ke̱ke̱ le̱ aana kwābue̱te̱ le̱ ye̱ atatui le̱ amli,"
I will remember my promise to you and to all other living creatures. Never again will I let floodwaters destroy all life.,"ni makai mikpãṅmo̱ le̱ ni mike̱nye ke̱ wala snsuma-fẽ-wala susuma ní yo̱ helo fẽ mli ekpãṅ le̱, ni nui le̱ tšṍṅ afua ni eekpãtã helo fẽ hĩe doṅṅ;"
"Noah and his sons, Shem, Ham, and Japheth, left the boat. Ham later had a son named Canaan.","Ni Noa bii le̱ ni dše adeka le̱ mli le̱ dši Šem ke̱ Ham ke̱ Iafet. Ni Ham le̱, Kanaan tše̱ dšile̱."
All people on earth are descendants of Noah's three sons.,Mene̱mei dši Noa hii etẽ le̱; ni ame̱mli mei dše̱ ſã šikpoù mū le̱ fẽ no̱.
Noah farmed the land and was the first to plant a vineyard.,"Ni Noa dše šiši ni etšṍ šikpoṅhũlo̱, ni efe weintrom."
One day he got drunk and was lying naked in his tent.,"Ni enu wein le̱ eko, ni eto̱, ni ekã ebũ le̱ mli ke̱ ehe flo."
"Ham entered the tent and saw him naked, then went back outside and told his brothers.","Ni Ham, Kanaan tše̱ le̱, yana etše̱ yayaiaṅ, ni eyakē̱ enyemimei enyo̱ le̱ ye̱ agbó le̱ nā. Abe̱i"
"Shem and Japheth put a robe over their shoulders and walked backwards into the tent. Without looking at their father, they placed it over his body.","Ši Šem ke̱ Iafet ko̱ mama ni ame̱ṅõ-fõ ame̱yi enyo̱ le̱ fẽ ame̱kõdši ano̱, ni ame̱nyie se̱se̱, ni ame̱te ni ame̱ke̱-yaha ame̱tše̱ yayaiaṅ; ši ame̱tšṍmo̱ ame̱hĩeaṅ ame̱hã se̱gbe̱, ni ame̱naa ame̱tše̱ yayaiaṅ."
"When Noah sobered up and learned what his youngest son had done,","Ši beni Noa hĩe tšere̱le̱ ke̱-dše̱ edā̃tō̱ le̱ mli, ni ená ele noni ebi gbekẽ le̱ efele̱ le̱"
"he said, “I now put a curse on Canaan! He will be the lowest slave of his brothers.","ekē̱: Alomo̱ Kanaan, nyṍdši anyṍṅ eetšṍ ehā enyemimei le̱!"
I ask the Lord my God to bless Shem and make Canaan his slave.,"Ni esā eké̱: Aadšō̱ Iehowa, Šem Nyoṅmo̱ le̱, ni Kanaan aatšṍ enyṍṅ! Rom."
I pray God will give Japheth more and more land and let him take over the territory of Shem. May Canaan be his slave.”,"Nyoṅmo̱ aabā Iafet mli alē̱, ni *eehī Šem bũi le̱ amli, ni Kanaan aatšṍ ame̱-nyṍṅ! *Ef."
"Japheth's descendants had their own languages, tribes, and land. They were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras. Gomer was the ancestor of Ashkenaz, Riphath, and Togarmah. Javan was the ancestor of Elishah, Tarshish, Kittim, and Dodanim, who settled along the coast. The Descendants of Ham","Mene̱mei amli mei dše̱ ſã dšeṅmādši le̱ aṅšo̱kpo̱i le̱ ano̱, ye̱ ame̱šikpõdši le̱ ano̱, mofẽmo ke̱ ewiemo̱, ye̱ ame̱kutšei ke̱ ame̱dšeṅmādši le̱ anā. Zak."
This completes the list of Noah's descendants. After the flood their descendants became nations and spread all over the world.,Mene̱mei dši Noa bii le̱ awekui ye̱ ame̱sešibii le̱ anã ye̱ ame̱mãdši le̱ amli; ni mene̱mei amli dšeṅmãdši le̱ dše̱ fã šikpoṅ le̱ ṅo̱ ye̱ nu afua le̱ se̱.
"they said: Let's build a city with a tower that reaches to the sky! We'll use hard bricks and tar instead of stone and mortar. We'll become famous, and we won't be scattered all over the world.","Ni ame̱kē̱: Yiē̱, nyehãa wo̱toa maṅ wo̱hãa wo̱he, ni wo̱mãa mõ ni eyiteṅ ayaši ṅwei, ni wo̱ke̱-he gbe̱i, koni wo̱-kaſã šikpoṅ mü le̱ fẽ no̱."
"But when the Lord came down to look at the city and the tower,","Ni Iehowa *kpleke ši ke̱-ha, ni ebakwe̱ maṅ ke̱ mõ ní gbomei abii le̱ mãa le̱. *"
he said: These people are working together because they all speak the same language. This is just the beginning. Soon they will be able to do anything they want.,"Ni Iehowa kē̱: Na, maṅ kome ni, ni ame̱fẽ ame̱ye̱ nābu kome; ni ene̱ ame̱-bõi femo̱ ne̱; ni agbe̱ne̱ le̱, noni ame̱susu ake̱ ame̱afe le̱ atšĩṅame̱ ekoeko gbe̱."
"Two years after the flood, when Shem was","Ni beni Šem fo̱ Arpakšad se̱ le̱, eye afii ohai-enumo̱, ni efo̱ bihĩĩ ke̱ biyei."
Arpachshad had more children and died at the age of,"Ni beni Arpakšad fo̱ Šela se̱ le̱, eye afii ohai-edfe̱ ke̱ etẽ, ni efo̱ bihĩĩ ke̱ biyei."
Shelah had more children and died at the age of,"Ni beni Šela fo̱ Eber se̱ le̱, eye afii ohai-edſe̱ ke̱ etẽ, ni efo̱ bihĩĩ ke̱ biyei."
Eber had more children and died at the age of,"Ni beni Eber fo̱ Peleg se̱ le̱, eye afii ohai-edſe̱ ke̱ nyoṅmai-etẽ, ni efo̱ bihĩĩ ke̱ biyei."
Peleg had more children and died at the age of,"Ni beni Peleg fo̱ Reu se̱ le̱, eye afii ohai-enyo̱ ke̱ ne̱hũ, ni efo̱ bihĩĩ ke̱ biyei."
Reu had more children and died at the age of,"Ni heni Reu fo̱ Serug se̱ le̱, eye afii ohai-enyo̱ ke̱ kpawo, ni efo̱ bihĩĩ ke̱ biyei."
